address,normal_first_txn_dt,normal_total_transactions,normal_total_count_out,normal_total_count_in,normal_total_sum_out,normal_mean_amt_out,normal_min_amt_out,normal_max_amt_out,normal_total_sum_in,normal_mean_amt_in,normal_min_amt_in,normal_max_amt_in,normal_age_acct_seconds,erc-20-tokens_first_txn_dt,erc-20-tokens_total_transactions,erc-20-tokens_total_count_out,erc-20-tokens_total_count_in,erc-20-tokens_total_sum_out,erc-20-tokens_mean_amt_out,erc-20-tokens_min_amt_out,erc-20-tokens_max_amt_out,erc-20-tokens_total_sum_in,erc-20-tokens_mean_amt_in,erc-20-tokens_min_amt_in,erc-20-tokens_max_amt_in,erc-20-tokens_age_acct_seconds,erc-20-tokens_count_usdt,erc-20-tokens_count_usdc,erc-20-tokens_count_other,erc-20-tokens_sum_usdt,erc-20-tokens_sum_usdc,erc-20-tokens_sum_other,erc-20-tokens_min_usdt,erc-20-tokens_min_usdc,erc-20-tokens_min_other,erc-20-tokens_max_usdt,erc-20-tokens_max_usdc,erc-20-tokens_max_other,erc-20-tokens_mean_usdt,erc-20-tokens_mean_usdc,erc-20-tokens_mean_other,internal_first_txn_dt,internal_total_transactions,internal_total_count_out,internal_total_count_in,internal_total_sum_out,internal_mean_amt_out,internal_min_amt_out,internal_max_amt_out,internal_total_sum_in,internal_mean_amt_in,internal_min_amt_in,internal_max_amt_in,internal_age_acct_seconds
0x36b194C7796F4dFD780A666613B1264117e33D18,2026-04-17 10:21:11,77,40,37,8.017600000000002,0.20044000000000003,0.0,5.2662,8.126791418707757,0.21964301131642588,1e-09,5.266259686423615,4070652.0,2026-04-15 14:33:11,114,33,81,1000109692.1858,30306354.308660604,0.0,1000000000.0,46606.952067,575.394469962963,0.000143,11092.447962,4228332.0,72,29,2,60530.044792,16776.688129000002,0.004946,0.0,6.0,0.002473,24000.0,2805.3,0.002473,840.6950665555555,578.5064872068966,0.002473,2026-04-18 10:31:23,4,0,4,0.0,,,,0.2355916,0.0588979,0.02491051,0.09288529,7236.0
0xcdf976ca6d558649817966b617ba2f50e4ee9793,2026-03-09 17:13:23,12,6,6,2.1033962474,0.35056604123333335,0.0601791379,0.5446029779,2.10352226,0.35058704333333335,0.06020014,0.54462398,209028.0,2026-03-12 03:19:11,2,2,0,1089205955800.0,544602977900.0,544602977900.0,544602977900.0,0.0,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0xbd944da5b4db7c3df39bd16eae96d44e24474bf9,2026-03-13 13:02:11,294,24,270,60.64743530016237,2.526976470840099,0.2667775079,16.102306917884135,60.64838036962637,0.2246236309986162,1e-18,16.10234892,4968204.0,2026-03-17 02:36:23,18,14,4,39729818052730.04,2837844146623.574,266777507900.0,14574901484636.0,2000000000200.0,500000000050.0,100.0,1000000000000.0,4330344.0,0,0,4,0,0,2000000000200.0,0,0,1000000000100.0,0,0,1000000000100.0,0,0,1000000000100.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x202576d61d55dd38abb3Cccdc203aBdE8BC309eC,2026-05-02 15:27:35,50,24,26,23.848950000000002,0.9937062500000001,0.01,3.81,21.5236277842198,0.8278318378546078,1e-09,3.81,3042684.0,2026-05-18 23:27:59,8,6,2,2524950000000.0,420825000000.0,49000000000.0,1157975000000.0,10000.0,5000.0,5000.0,5000.0,1633920.0,0,0,2,0,0,10000.0,0,0,5000.0,0,0,5000.0,0,0,5000.0,2026-05-18 19:02:23,2,0,2,0.0,,,,2.374534,1.187267,1.187267,1.187267,0.0
0xd0aC9367Cd1fb4Ba0fD3781410a712a1D048263e,2026-05-26 12:26:35,8,2,6,0.0,0.0,0.0,0.0,0.020000201999999998,0.003333367,1e-09,0.01,285300.0,2026-05-18 13:10:11,26,6,20,399.96,66.66,0.0,99.99,171507.486192,8575.3743096,9.9e-05,22775.0,957924.0,0,24,0.0,0,171707.466192,0.0,0,0.0,0.0,0,22775.0,0.0,0,7154.477758,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x30e4aa3C47496DAE1ac5034cBc31c40057195ce7,2026-03-07 20:10:59,12,10,2,71.3695351472131,7.13695351472131,0.0,35.6799,0.01,0.005,0.005,0.005,4388892.0,2026-03-07 20:11:23,32,22,10,698666.4779940001,31757.56718154546,0.0,69824.714869,10000140268.75904,1000014026.8759041,100.0,5000000000.0,1941288.0,20,4,2,559016.37756,420.0,200.0,0.0,105.0,100.0,69824.714869,105.0,100.0,27950.818878000002,105.0,100.0,2026-03-07 19:58:47,2,0,2,0,,,,71.3599281,35.67996405,35.67996405,35.67996405,0.0
0xb62DF968659b74BBD7EDB8b410252eDE5197e8fa,2026-05-08 13:35:59,10,6,4,0.0,0.0,0.0,0.0,0.000512584330318328,0.000128146082579582,1e-09,0.000256291165159164,1834308.0,2026-05-08 10:34:35,58,37,21,23850.568696,644.6099647567568,0.0,2447.0,24703.001883999998,1176.333423047619,0.000244,1856.0,1485816.0,0,46,0.0,0,32909.57058,0.0,0,0.0,0.0,0,2447.0,0.0,0,715.4254473913044,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x01109a92979c9ccf924b460aaf3184ed699be1e5,2026-05-18 20:58:23,8,6,2,0.005265927594488598,0.0008776545990814331,0.0,0.002632963797244299,0.005334450724918436,0.002667225362459218,0.002667225362459218,0.002667225362459218,1248.0,2026-05-15 02:52:23,4,2,2,92124.0,46062.0,46062.0,46062.0,92124.0,46062.0,46062.0,46062.0,324576.0,0,4,0.0,0,184248.0,0.0,0,46062.0,0.0,0,46062.0,0.0,0,46062.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x9451c1195f643BfED58Ca80f495070fC9175AfEB,2025-09-26 19:12:59,181,95,86,62.19840257611667,0.6547200271170176,0.008689857092130252,10.498543133818835,61.774736702262196,0.7183108918867697,7.292384995737e-06,10.499438550089348,19198404.0,2025-09-30 22:53:35,44,20,24,786958000000.0,39347900000.0,9492000000.0,95636000000.0,21443050768899.414,893460448704.1422,100.0,2000000000000.0,17872608.0,0,0,16,0,0,20000000000200.0,0,0,10000000000100.0,0,0,10000000000100.0,0,0,10000000000100.0,2025-09-27 09:58:23,6,0,6,0.0,,,,1.84548,0.30758,0.069526,0.768333,14718072.0
0xf3bc06f95f3e662dd08ed6269a940e9efb087702,2026-01-07 00:50:35,69,42,27,0.0006707682014000001,1.5970671461904762e-05,0.0,9.50945085e-05,0.0022402159999999993,8.297096296296294e-05,8.0008e-05,0.000160008,5353128.0,2026-01-06 23:06:23,76,40,36,50467.62400900001,1261.6906002250003,0.0,5360.0,39430.114009000004,1095.2809446944445,0.003316,5360.0,4939860.0,74,0,0.0,80222.22801800001,0,0.0,0.0,0,0.0,5360.0,0,0.0,1084.0841624054056,0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x3D3F274Fb84DA96FFA9377a080f388E8021f3188,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,0,0,0,0,,,,0,,,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x9430801EBAf509Ad49202aaBc5F5bc6fD8a3Daf8,2021-07-14 06:24:31,2025,2021,4,100.00199999999646,0.04948144482929068,0.014,0.05,152.3858,38.09645,1.1964,99.9965,3662203.0,2023-09-10 10:34:23,515,242,273,1992500000000.0,8233471074.380165,3000000000.0,40000000000.0,1.5513600213411638e+17,568263744081012.4,0.0001,4.6717e+16,86451768.0,8,0,503,771.730478,0,1.3880999463411685e+17,0.01,0,7.557586911360085e+16,385.790239,0,7.558091011349584e+16,96.46630975,0,7.557837815848611e+16,2022-10-25 11:02:11,2,0,2,0.0,,,,0.00862682,0.00431341,0.00431341,0.00431341,0.0
0x743A308427b63781f5a792d7bDdcD83F0e014f8B,2023-05-04 08:40:59,26,22,4,0.0,0.0,0.0,0.0,0.093,0.02325,0.02,0.0265,1722744.0,,0,0,0,0,,,,0,,,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x06f72274342A0452ACBa992368ff6E6DF8797A6F,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,0,0,0,0,,,,0,,,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0
0x417770E492CF10B5d213aDd0B9483BA2ADb90DeF,2026-03-05 13:23:59,188,175,13,0.0,0.0,0.0,0.0,0.03853456146550519,0.0029641970358080917,1e-09,0.0192672752327526,8145168.0,2026-03-05 13:24:47,525,443,82,33568.960581,75.7764347200903,0.0,1261.0,18038534576455.46,219982128981.16415,0.0001,10000000000000.0,8148528.0,0,297,4,0,29991.158731,18000000005100.0,0,0.0,18000000005100.0,0,2000.0,18000000005100.0,0,100.98033242760943,18000000005100.0,2026-03-17 20:59:23,53,0,53,0.0,,,,5.300000000000001e-08,1.0000000000000003e-09,1e-09,1e-09,2562156.0
